Rating|id|Short-Info|Purpose|More-Info
1|948|Goat Milk is whole milk obtained from goats.|skin-conditioning agent - miscellaneous|702728-GOAT_MILK/
1|949|Saccharomyces/Copper Ferment is an extract of a fermentation product of saccharomyces inthe presence of copper ions.|not reported and skin conditioning|705719-SACCHAROMYCES_COPPER_FERMENT/
4|950|Mentha Piperita (Peppermint) Leaf are the dried leaves and tops of the peppermint, Menthapiperita.|fragrance ingredient and refreshing|703839-MENTHA_PIPERITA_PEPPERMINT_LEAF/
1|951|||721180-ORBIGNYA_OLEIFERA/
1|952|||862194-DIHEPTYL_SUCCINATE/
1|953||viscosity increasing agent - nonaqueous and viscosity controlling|720646-METHYL_DIHYDROABIETATE/
1|954|Oryzanol is an ester of ferulic acid and a terpene alcohol.|skin-conditioning agent - miscellaneous, antistatic, and skin conditioning|704366-ORYZANOL/
1|955||cleansing, emulsifying, foam boosting, hydrotrope, and surfactant|726800-SODIUM_LAURYLGLUCOSIDES_HYDROXYPROPYLSULFONATE/
1|956|Capryloyl Glycine is an acylation product of glycine with caprylic acid chloride.|hair conditioning agent, surfactant - cleansing agent, cleansing, hair conditioning, and surfactant|701065-CAPRYLOYL_GLYCINE/
1|957|Salix Nigra (Willow) Bark Extract is an extract of the bark of the willow, Salix nigra.|not reported and skin protecting|705755-SALIX_NIGRA_BLACK_WILLOW_BARK_EXTRACT/
1|958||hair conditioning agent, skin-conditioning agent - miscellaneous, solvent, hair conditioning, and skin conditioning|703916-METHYL_TRIMETHICONE/
1|959|VA/Crotonates/Vinyl Neodecanoate Copolymer is a polymer formed from vinyl acetate, crotonic acid and vinyl neodecanoate monomers.|film former, hair fixative, antistatic, film forming, and hair fixing|706807-VA_CROTONATES_VINYL_NEODECANOATE_COPOLYMER/
1|960|Fucus Vesiculosus Extract is an extract of the dried thallus of the bladderwrack alga, Fucusvesiculosus.|fragrance ingredient, skin-conditioning agent - miscellaneous, and perfuming|719135-FUCUS_VESICULOSUS_EXTRACT/
1.5|961|Oryza Sativa (Rice) Bran Extract is an extract of the bran of rice, Oryza sativa.|not reported, skin conditioning, and skin protecting|721197-ORYZA_SATIVA_RICE_BRAN_EXTRACT/
1|962|||702262-EQUISETUM_ARVENSE_HORSETAIL/
1|963|||706263-SPRUCE_OIL/
1|964||skin conditioning|724997-NHYDROXYSUCCINIMIDE/
1|965|Diamond Powder is a crystallized modification of carbon.|abrasive|701921-DIAMOND_POWDER/
1|966|Lauryl Laurate is an ester of Lauryl Alcohol (q.v.) and Lauric Acid (q.v.).|binder, emulsion stabilizer, hair conditioning agent, opacifying agent, skin-conditioningagent - miscellaneous, hair conditioning, and skin conditioning|703448-LAURYL_LAURATE/
1|967|Crithmum Maritimum Extract is an extract of the plant, Crithmum maritimum.|skin-conditioning agent - miscellaneous, skin conditioning, and tonic|701698-CRITHMUM_MARITIMUM_SEA_FENNEL_EXTRACT/
1|968||denaturant, fragrance ingredient, and masking|701896-DENATONIUM_BENZOATE/
3.5|969||artificial nail builder and film forming|718318-DIHEMA_TRIMETHYLHEXYL_DICARBAMATE/
2|970|Ceteth-10 Phosphate is a complex mixture of esters of phosphoric acid and Ceteth-10 (q.v.).|surfactant - cleansing agent, cleansing, and surfactant|701250-CETETH10_PHOSPHATE/
1|971|Triticum Vulgare (Wheat) Germ Extract is an extract of the germ of the wheat, Triticumvulgare.|skin bleaching agent and skin-conditioning agent - miscellaneous|706730-TRITICUM_VULGARE_WHEAT_GERM_EXTRACT/
2|972|Zinc PCA is a zinc salt of PCA (q.v.).|skin-conditioning agent - miscellaneous, humectant, and skin conditioning|707071-ZINC_PCA/
1|973|Zea Mays (Corn) Silk Extract is an extract of the stigmas of the corn, Zea mays.|not reported and skin conditioning|701665-ZEA_MAYS_CORN_SILK_EXTRACT/
1|974|Epilobium Angustifolium Extract is an extract of the aerial parts of Epilobium angustifolium.|skin-conditioning agent - miscellaneous and skin conditioning|702258-EPILOBIUM_ANGUSTIFOLIUM_WILLOW_HERB_EXTRACT/
2.5|975|Lawsonia Inermis (Henna) Extract is an extract of the dried flowers, fruit and leaves of thehenna, Lawsonia inermis.|skin-conditioning agent - miscellaneous|703508-LAWSONIA_INERMIS_HENNA_EXTRACT/
1|976|Quaternium-80 is a quaternary ammonium salt.|antistatic agent, hair conditioning agent, antistatic, and hair conditioning|705493-QUATERNIUM80/
1|977||plasticiser and skin conditioning|705268-PPG3_BENZYL_ETHER_MYRISTATE/
1|978|Hydrastis Canadensis (Golden Seal) Extract is an extract of the herb of the golden seal, Hydrastis canadensis.|not reported, masking, and skin conditioning|702895-HYDRASTIS_CANADENSIS_GOLDENSEAL_EXTRACT/
1|979|Persea Gratissima (Avocado) Fruit Extract is an extract of the fruit of the avocado, Perseagratissima.|not reported, emollient, moisturising, skin conditioning, smoothing, and soothing|704776-PERSEA_GRATISSIMA_AVOCADO_FRUIT_EXTRACT/
5.5|980|Toluene-2, 5-Diamine is a substituted aromatic amine.|hair colorant and hair dyeing|706578-TOLUENE25DIAMINE/
1|981|Polyquaternium-51 is a polymeric quaternary ammonium salt.|film former, skin-conditioning agent - humectant, film forming, and skin conditioning|705120-POLYQUATERNIUM51/
1|982|Arginine HCl is an amino acid salt.|skin-conditioning agent - miscellaneous and skin conditioning|700507-ARGININE_HYDROCHLORIDE/
3|983|Rosa Moschata Seed Oil is an oil expressed from the seeds of Rosa moschataor Rosaeglanteria.|skin-conditioning agent - emollient, emollient, and skin conditioning|723329-ROSA_MOSCHATA_MUSK_ROSE_SEED_OIL/
1|984|Echinacea Purpurea Extract is an extract of the coneflower, Echinacea purpurea.|not reported, moisturising, skin conditioning, and tonic|702219-ECHINACEA_PURPUREA_PURPLE_CONEFLOWER_EXTRACT/
1|985|Hippophae Rhamnoides Fruit Extract is an extract of the fruit of the seabuckthorn, Hippophaerhamnoides.|not reported, masking, and skin conditioning|702860-HIPPOPHAE_RHAMNOIDES_SEA_BUCKTHORN_FRUIT_EXTRACT/
1|986|Saccharomyces/Magnesium Ferment is an extract of a fermentation product ofsaccharomyces in the presence of magnesium ions.|not reported and skin conditioning|705729-SACCHAROMYCES_MAGNESIUM_FERMENT/
2.5|987|Zinc Pyrithione is an aromatic zinc compound. In the United States, Zinc Pyrithione may be used as an active ingredient in OTC drug products. When used as an active drug ingredient, the established name for Zinc Pyrithione is Pyrithione Zinc.|antidandruff agent, cosmetic biocide, hair conditioning agent, preservative, antidandruff, antiseborrhoeic, and hair conditioning|707074-ZINC_PYRITHIONE/
2|988|PEG-90M is a polymer of ethylene oxide.|binder, emulsion stabilizer, and viscosity increasing agent - aqueous|721974-PEG90M/
2|989|Dimethicone PEG-8 Meadowfoamate is a partial ester of PEG-8 Dimethicone (q.v.) and thefatty acids derived from meadowfoam seed oil.|hair conditioning agent, skin-conditioning agent - emollient, emollient, hair conditioning, and skin conditioning|702034-DIMETHICONE_PEG8_MEADOWFOAMATE/
1|990|Hydrolyzed Corn Starch is a hydrolysate of Zea Mays (Corn) Starch (q.v.) derived by acid, enzyme or other method of hydrolysis.|skin-conditioning agent - humectant|702984-HYDROLYZED_CORN_STARCH/
1|991|Nasturtium Officinale Extract is an extract of the flowers and leaves of the watercress, Nasturtium officinale.|fragrance ingredient, skin-conditioning agent - miscellaneous, and perfuming|704099-NASTURTIUM_OFFICINALE_WATERCRESS_EXTRACT/
1|992|||707082-ZINGIBER_OFFICINALE_GINGER_OIL/
2|993|PEG-45M is a polymer of ethylene oxide.|binder, emulsion stabilizer, and viscosity increasing agent - aqueous|721757-PEG45M/
1|994|Linum Usitatissimum (Linseed) Seed Extract is an extract of the seeds of the linseed, Linumusitatissimum.|skin-conditioning agent - miscellaneous and skin conditioning|703584-LINUM_USITATISSIMUM_FLAX_SEED_EXTRACT/
1|995|Castor Isostearate Beeswax Succinate is a polymeric mixture of esters formed by the reactionof Castor Oil (q.v.), Isostearic Acid (q.v.)., Beeswax (q.v.) and Succinic Acid (q.v.).|skin-conditioning agent - occlusive and skin conditioning|701156-CASTOR_ISOSTEARATE_BEESWAX_SUCCINATE/
1.5|996|Papain is a proteolytic enzyme isolated from the latex of the green fruit and leaves of Caricapapaya.|hair conditioning agent, lytic agent, skin-conditioning agent - miscellaneous, antistatic, hair conditioning, and skin conditioning|721315-PAPAIN/
1|997|||861879-C3045_ALKYLDIMETHYLSILYL_PROPYLSILSEQUIOXANE/
1|998|Hordeum Vulgare Extract is an extract of the cereal grass of the barley, Hordeum vulgare.|not reported|702879-HORDEUM_VULGARE_BARLEY_EXTRACT/
2|999|Bis-PEG/PPG-14/14 Dimethicone is Dimethicone (q.v.) end-blocked with an average of 14moles of ethylene oxide and an average of 14 moles of propylene oxide.|skin-conditioning agent - emollient, surfactant - emulsifying agent, emollient, emulsifying, skin conditioning, and surfactant|700766-BISPEG_PPG14_14_DIMETHICONE/
1|1000|Dextrin Palmitate is a palmitic acid ester of Dextrin (q.v.).|anticaking agent, surfactant - emulsifying agent, anticaking, emulsifying, and surfactant|701901-DEXTRIN_PALMITATE/
4.5|1001|Carbon Black is a color composed of finely divided particles of elemental carbon obtained bythe incomplete combustion of hydrocarbons (channel or impingement process).|colorant|717467-CARBON_BLACK/
1|1002|||700986-CALENDULA_OFFICINALIS_POT_MARIGOLD/
1|1003|||861858-DIMETHICONEBIS_ISOBUTYL_PPG20_CROSSPOLYMER/
1|1004|Hydrogenated Soybean Oil is an end product of controlled hydrogenation of Glycine Soja(Soybean) Oil (q.v.).|skin-conditioning agent - occlusive, viscosity increasing agent - nonaqueous, emollient, humectant, skin conditioning, and viscosity controlling|702951-HYDROGENATED_SOYBEAN_OIL/
1.5|1005|Acrylamide/Sodium Acryloyldimethyltaurate Copolymer is a copolymer of acrylamide andsodium acryloyldimethyltaurate monomers.|emulsion stabilizer, viscosity increasing agent - aqueous, emulsion stabilising, and viscosity controlling|700119-ACRYLAMIDE_SODIUM_ACRYLOYLDIMETHYLTAURATE_COPOLYMER/
3|1006|Cinnamomum Cassia Leaf Oil is a volatile oil steam distilled from the leaves and twigs ofCinnamomum cassia.|denaturant, flavoring agent, fragrance ingredient, and masking|701368-CINNAMOMUM_CASSIA_CINNAMON_LEAF_OIL/
1|1007|Mannitol is a hexahydric alcohol.|binder, flavoring agent, humectant, skin-conditioning agent - humectant, binding, masking, moisturising, and skin conditioning|703753-MANNITOL/
1|1008|Tribenzoin is a triester of glycerin and benzoic acid.|fragrance ingredient, skin-conditioning agent - miscellaneous, masking, and skin conditioning|706610-TRIBENZOIN/
3|1009|Rosa Centifolia Flower Extract is an extract of the flowers of the cabbage rose, Rosacentifolia.|fragrance ingredient, skin-conditioning agent - miscellaneous, astringent, masking, skin conditioning, and tonic|705590-ROSA_CENTIFOLIA_CABBAGE_ROSE_FLOWER_EXTRACT/
3|1010|Acetone is an aliphatic ketone.|denaturant, fragrance ingredient, and solvent|700081-ACETONE/
1|1011|Euterpe Oleracea Fruit Oil is a fruit expressed from the fruit of Euterpe oleracea.|skin-conditioning agent - occlusive and skin conditioning|719067-EUTERPE_OLERACEA_FRUIT_OIL/
1|1012|Camellia Oleifera Seed Extract is an extract of the seeds of Camellia oleifera.|not reported, astringent, and tonic|701018-CAMELLIA_OLEIFERA_TEAOIL_CAMELLIA_SEED_EXTRACT/
1|1013|Inulin is a polysaccharide.|skin-conditioning agent - humectant and skin conditioning|703129-INULIN/
1|1014|Plankton Extract is an extract of marine biomass which includes one or more of the followingorganisms: Thalassoplankton, green micro-algae, diatoms, greenish-blue and nitrogen-fixing seaweed.|skin-conditioning agent - miscellaneous and skin conditioning|704920-PLANKTON_EXTRACT/
1|1015||flavoring agent, fragrance ingredient, masking, and oral care|705713-SACCHARIN/
1|1016|Hydrolyzed Glycosaminoglycans is a mixture of polysaccharides derived from the hydrolysis ofanimal connective tissue. It consists essentially of glucosamine and glucuronic acid.|hair conditioning agent, skin-conditioning agent - miscellaneous, hair conditioning, humectant, and skin conditioning|702992-HYDROLYZED_GLYCOSAMINOGLYCANS/
1|1017|This synthetic ingredient is composed of quaternium-18, a mixture of quaternary ammonium chloride salts made from fatty acids of tallow (rendered animal fat) and hectorite, a clay mineral.|suspending agent - nonsurfactant and viscosity controlling|705483-QUATERNIUM18_HECTORITE/
1|1018|Juniperus Communis Fruit Oil is a volatile oil obtained from the berries of Juniperuscommunis.|fragrance ingredient and masking|720072-JUNIPERUS_COMMUNIS_JUNIPER_FRUIT_OIL/
2|1019|Saccharomyces/Iron Ferment is an extract of a fermentation proudct of saccharomyces in thepresence of iron ions.|not reported and skin conditioning|705725-SACCHAROMYCES_IRON_FERMENT/
1|1020|Hydrolyzed Quinoa is a hydrolysate of the quinoa seed, Chenopodium quinoa , derived byacid, enzyme or other method of hydrolysis.|skin-conditioning agent - miscellaneous and skin conditioning|703012-HYDROLYZED_QUINOA/
1|1021|Equisetum Hiemale Extract is an extract of the sterile caules of the horsetail, Equisetumhiemale.|not reported, cleansing, emollient, soothing, and tonic|718908-EQUISETUM_HIEMALE_EXTRACT/
1|1022|Polyglyceryl-10 Laurate is an ester of lauric acid and Polyglycerin-10 (q.v.).|skin-conditioning agent - miscellaneous, surfactant - emulsifying agent, and skin conditioning|705011-POLYGLYCERYL10_LAURATE/
1|1023|Nelumbo Nucifera Flower Extract is an extract of the flower of Nelumbo nucifera.|not reported and skin conditioning|704105-NELUMBO_NUCIFERA_SACRED_LOTUS_FLOWER_EXTRACT/
1|1024|Sambucus Nigra Flower Extract is an extract of the flowers of the elder, Sambucus nigra.|skin-conditioning agent - miscellaneous, skin-conditioning agent - occlusive, refreshing, skin conditioning, soothing, and tonic|705785-SAMBUCUS_NIGRA_ELDER_FLOWER_EXTRACT/
2.5|1025|Acetamide MEA is an aliphatic amide.|hair conditioning agent, skin-conditioning agent - humectant, surfactant - foam booster;viscosity increasing agent - aqueous, antistatic, foam boosting, hair conditioning, humectant, skin conditioning, surfactant, and viscosity controlling|700076-ACETAMIDE_MEA/
2|1026|Ceteth-20 is a polyethylene glycol ether of Cetyl Alcohol (q.v.).|surfactant - cleansing agent, surfactant - solubilizing agent, and emulsifying|701251-CETETH20/
1|1027|||861943-PALMITOYL_TRIPEPTIDE38/
1|1028|Hydrolyzed Vegetable Protein is a hydrolysate of vegetable protein derived by acid, enzymeor other method of hydrolysis.|hair conditioning agent, skin-conditioning agent - miscellaneous, antistatic, hair conditioning, and skin conditioning|703028-HYDROLYZED_VEGETABLE_PROTEIN/
1|1029|Neopentyl Glycol is organic compound.|plasticizer, solvent, and plasticiser|704114-NEOPENTYL_GLYCOL/
1|1030|Sodium Trideceth Sulfate is a sodium salt of sulfated ethoxylated Tridecyl Alcohol (q.v.).|surfactant - cleansing agent, surfactant - emulsifying agent, cleansing, emulsifying, foaming, and surfactant|706204-SODIUM_TRIDECETH_SULFATE/
1|1031|C12-13 Pareth-3 is a polyethylene glycol ether of a mixture of synthetic C12-13 fatty alcoholswith an average of 3 moles of ethylene oxide.|surfactant - emulsifying agent|717182-C1213_PARETH3/
2|1032|PEG-200 Hydrogenated Glyceryl Palmate is a polyethylene glycol derivative ofHydrogenated Palm Glyceride (q.v.). It has an average of 200 moles of ethylene oxide.|surfactant - solubilizing agent, cleansing, emulsifying, and solvent|704565-PEG200_HYDROGENATED_GLYCERYL_PALMATE/
1|1033|||861587-Malus_Domestica_Fruit_Cell_Culture/
1|1034|Litsea Cubeba Fruit Oil is a volatile oil obtained from the berries of Litsea cubeba.|fragrance ingredient, masking, and tonic|703608-LITSEA_CUBEBA_MAY_CHANG_OIL/
1|1035|Glyceryl Polymethacrylate is an ester of glycerin and polymethacrylic acid.|film former and viscosity controlling|702653-GLYCERYL_POLYMETHACRYLATE/
3|1036|||701369-CINNAMOMUM_CASSIA_CINNAMON_OIL/
1|1037|Prunus Armeniaca (Apricot) Fruit Extract is an extract of the fruit of the apricot, Prunusarmeniaca.|skin-conditioning agent - miscellaneous|705355-PRUNUS_ARMENIACA_APRICOT_FRUIT_EXTRACT/
1|1038|Cocoglycerides is a mixture of mono, di and triglycerides derived from coconut oil.|skin-conditioning agent - emollient, emollient, emulsifying, and skin conditioning|701549-COCOGLYCERIDES/
1|1039|Olea Europaea (Olive) Fruit Extract is an extract of the fruit of the olive, Olea europaea.|not reported, perfuming, and skin conditioning|704250-OLEA_EUROPAEA_OLIVE_EXTRACT/
2|1040|PEG-30 Dipolyhydroxystearate is a polyethylene glycol diester of Polyhydroxystearic Acid(q.v.).|surfactant - emulsifying agent and emulsifying|704579-PEG30_DIPOLYHYDROXYSTEARATE/
1|1041|Glycine Soja (Soybean) Sterols is a mixture of phytosterols obtained from the soybean, Glycine Soya.|skin-conditioning agent - emollient, emollient, and skin conditioning|702687-GLYCINE_SOJA_SOYBEAN_STEROLS/
1.5|1042|Disodium Cocoamphodipropionate is an amphoteric organic compound.|hair conditioning agent, surfactant - cleansing agent, surfactant - foam booster;surfactant - hydrotrope, cleansing, foam boosting, hair conditioning, hydrotrope, skin conditioning, and surfactant|702138-DISODIUM_COCOAMPHODIPROPIONATE/
1|1043|Ethyl Macadamiate is an ester of ethyl alcohol and the fatty acids derived from MacadamiaTernifolia Seed Oil (q.v.).|skin-conditioning agent - emollient and skin conditioning|702304-ETHYL_MACADAMIATE/
1|1044|Palm Kernel Acid is a mixture of fatty acids derived from Elaeis Guineensis (Palm) Kernel Oil(q.v.).|opacifying agent, surfactant - cleansing agent, surfactant - emulsifying agent, cleansing, and emulsifying|704403-PALM_KERNEL_ACID/
1|1045|Ceramide 2 is a synthetic N-acylated sphingoid having the erythro structure.|hair conditioning agent and skin-conditioning agent - miscellaneous|701203-CERAMIDE_2/
1|1046|Aesculus Hippocastanum (Horse Chestnut) Seed Extract is an extract of the nut of the horsechestnut, Aesculus hippocastanum.|skin-conditioning agent - miscellaneous and skin conditioning|700193-AESCULUS_HIPPOCASTANUM_HORSE_CHESTNUT_SEED_EXTRACT/
1|1047||hair conditioning, humectant, and skin conditioning|703058-HYDROXYETHYL_UREA/
1|1048|Orbignya Oleifera Seed Oil is a fixed oil obtained from the nuts of Orbignya oleifera.|skin-conditioning agent - occlusive and emollient|704332-ORBIGNYA_OLEIFERA_BABASSU_SEED_OIL/
1|1049|Citrullus Vulgaris (Watermelon) Fruit Extract is an extract of the fruit of the watermelon, Citrullus vulgaris.|skin-conditioning agent - miscellaneous and skin conditioning|717900-CITRULLUS_VULGARIS_WATERMELON_FRUIT_EXTRACT/
2|1050|Oleth-30 is a polyethylene glycol ether of oleyl alcohol.|fragrance ingredient, surfactant - cleansing agent, and surfactant - solubilizing agent|721115-OLETH30/
1|1051|Cocos Nucifera (Coconut) Fruit Juice is a liquid expressed from the fruit of Cocos nucifera.|hair conditioning agent, skin-conditioning agent - humectant, emollient, hair conditioning, humectant, and skin conditioning|718027-COCOS_NUCIFERA_COCONUT_FRUIT_JUICE/
1|1052||ultraviolet light absorber and antioxidant|706492-TETRABUTYL_PHENYL_HYDROXYBENZOATE/
1|1053|Eucalyptus Globulus Leaf Extract is an extract of the fresh leaves of the eucalyptus, Eucalyptus globulus.|skin-conditioning agent - miscellaneous, skin-conditioning agent - occlusive, perfuming, and skin conditioning|702370-EUCALYPTUS_GLOBULUS_TASMANIAN_BLUE_GUM_LEAF_EXTRACT/
5.5|1054|Toluene-2, 5-Diamine Sulfate is a substituted aromatic amine salt.|hair colorant and hair dyeing|706579-TOLUENE25DIAMINE_SULFATE/
2|1055|Oleth-5 is a polyethylene glycol ether of Oleyl Alcohol (q.v.).|fragrance ingredient and surfactant - emulsifying agent|704285-OLETH5/
1|1056|Phyllanthus Emblica Fruit Extract is an extract of the fruit of Phyllanthus emblica.|not reported and skin conditioning|704843-PHYLLANTHUS_EMBLICA_INDIAN_GOOSEBERRY_FRUIT_EXTRACT/
1|1057||skin-conditioning agent - miscellaneous and skin conditioning|704269-OLEANOLIC_ACID/
1|1058|Polyglyceryl-6 Polyricinoleate is a complex ester of a polymer of Ricinoleic Acid (q.v.) andPolyglycerin-6 (q.v.).|skin-conditioning agent - emollient, surfactant - emulsifying agent, and emulsifying|705042-POLYGLYCERYL6_POLYRICINOLEATE/
1|1059|Thymus Vulgaris (Thyme) Oil is a volatile oil obtained from the leaves and flowers of Thymus vulgaris.|fragrance ingredient, masking, skin conditioning, and tonic|706546-THYMUS_VULGARIS_COMMON_THYME_OIL/
1|1060|Magnesium Aspartate is a magnesium salt of Aspartic Acid (q.v.).|skin-conditioning agent - miscellaneous and skin conditioning|703683-MAGNESIUM_ASPARTATE/
1|1061|CI 15620 is classed chemically as a monoazo color.|colorant|717746-CI_15620_CI_15620/
1|1062|Olea Europaea (Olive) Oil Unsaponifiables is a fraction of olive oil which is not saponified inthe refining recovery of olive oil fatty acids.|hair conditioning agent, skin-conditioning agent - miscellaneous, and emollient|721080-OLEA_EUROPAEA_OLIVE_OIL_UNSAPONIFIABLES/
1|1063|Passiflora Incarnata Fruit Extract is an extract of the fruit of the passionflower, Passifloraincarnata.|not reported, skin conditioning, and skin protecting|704471-PASSIFLORA_INCARNATA_MAYPOPS_FRUIT_EXTRACT/
1|1064|Spirulina Maxima Extract is an extract of the fronds of the spirulina, Spirulina maxima.|skin-conditioning agent - miscellaneous and smoothing|706261-SPIRULINA_MAXIMA_ALGAE_EXTRACT/
1|1065|Cetyl Ricinoleate is an ester of cetyl alcohol and Ricinoleic Acid (q.v.).|skin-conditioning agent - occlusive, emollient, and skin conditioning|701281-CETYL_RICINOLEATE/
4|1066|Perfluorononyl Dimethicone is a fluorinated siloxane polymer.|skin-conditioning agent - miscellaneous, skin-conditioning agent - occlusive, slip modifier, and skin conditioning|704759-PERFLUORONONYL_DIMETHICONE/
5|1067|Triclosan is an antibacterial agent and preservative used in personal care and home-cleaning products; persistent in the environment and may be associated with endocrine (hormonal) toxicity.|cosmetic biocide, deodorant agent, preservative, and deodorant|706623-TRICLOSAN/
3.5|1068|Sodium borate (borax) is a naturally occurring mineral based on element boron.|ph adjuster and buffering|705996-SODIUM_BORATE/
1|1069|Chlorella Vulgaris Extract is an extract of the alga, Chlorella vulgaris.|not reported and skin conditioning|701317-CHLORELLA_VULGARIS_DERMOCHLORELLA_ALGAE_EXTRACT/
1|1070|Garcinia Indica Seed Butter is a fat obtained from the seeds of Garcinia indica.|skin-conditioning agent - occlusive and skin conditioning|702543-GARCINIA_INDICA_SEED_BUTTER/
1|1071|Quaternium-91 is a quaternary ammonium salt.|hair conditioning agent and hair conditioning|723221-QUATERNIUM91/
1|1072|Ethylenediamine/Stearyl Dimer Dilinoleate Copolymer is a copolymer of ethylenediamine andDilinoleaic Acid (q.v.) monomers, end-blocked with stearyl alcohol.|oral care agent, skin-conditioning agent - miscellaneous, viscosity increasing agent -nonaqueous, oral care, and skin conditioning|702332-ETHYLENEDIAMINE_STEARYL_DIMER_DILINOLEATE_COPOLYMER/
1|1073|Levulinic Acid is an organic acid.|fragrance ingredient, skin-conditioning agent - miscellaneous, perfuming, and skin conditioning|703537-LEVULINIC_ACID/
1|1074|Nelumbium Speciosum Flower Extract is an extract of the flowers of the lotus, Nelumbiumspeciosum.|skin-conditioning agent - miscellaneous|704104-NELUMBO_NUCIFERA_SACRED_LOTUS_EXTRACT/
1|1075|Polyglycerin-3 is a glycerin polymer containing 3 glycerin units.|skin-conditioning agent - humectant and humectant|705000-POLYGLYCERIN3/
1|1076|Viola Tricolor Extract is an extract of the pansy, Viola tricolor.|not reported, emollient, skin protecting, and soothing|706990-WILD_PANSY_EXTRACT/
1|1077|||701206-CERAMIDE_6II/
1|1078|Quaternium-90 Bentonite is a reaction product of Bentonite (q.v.) and Quaternium-90 (q.v.).|suspending agent - nonsurfactant and viscosity controlling|705499-QUATERNIUM90_BENTONITE/
1|1079|Geranium Maculatum Oil is a volatile oil obtained from Geranium maculatum.|fragrance ingredient, masking, and tonic|702572-GERANIUM_MACULATUM_SPOTTED_CRANESBILL_OIL/
1|1080|Sorbitan Tristearate is a triester of stearic acid and hexitol anhydrides derived from sorbitol.|surfactant - emulsifying agent and emulsifying|706238-SORBITAN_TRISTEARATE/
1|1081|Bambusa Arundinacea Stem Extract is an extract of the stems of the bamboo, Bambusaarundinacea.|not reported and skin conditioning|700622-BAMBUSA_ARUNDINACEA_BAMBOO_STEM_EXTRACT/
3.5|1082||artificial nail builder and film forming|719441-HEMA/
1|1083||skin conditioning|729695-ISOSORBIDE_DICAPRYLATE/
6|1084|2-Bromo-2-nitropropane-1,3-diol is an antimicrobial preservative that works by forming formaldehyde in cosmetic products. People exposed to such formaldehyde-releasing ingredients may develop a formaldehyde allergy or an allergy to the ingredient itself. In the U.S. approximately 20% of cosmetics and personal care products contain a formaldehyde-releaser and the frequency of contact allergy to these ingredients is much higher among Americans compared to studies in Europe. |preservative|700019-2BROMO2NITROPROPANE13DIOL_FORMALDEHYDE_RELEASER/
1|1085|||701550-COCONUT/
1|1086|Aspartic Acid is an amino acid.|fragrance ingredient, hair conditioning agent, skin-conditioning agent - miscellaneous, antistatic, hair conditioning, masking, and skin conditioning|700568-ASPARTIC_ACID/
1|1087|Nylon-6 is a polyamide.|bulking agent, opacifying agent, bulking, and viscosity controlling|720994-NYLON6/
1|1088|Ceramide 1 is a synthetic N-acylated phytosphingosine having the erythro structure.|hair conditioning agent, skin-conditioning agent - miscellaneous, hair conditioning, and skin conditioning|701202-CERAMIDE_1/
1|1089||artificial nail builder and binding|719754-HYDROXYCYCLOHEXYL_PHENYL_KETONE/
1|1090|Propylene Glycol Stearate is an ester of propylene glycol and stearic acid.|fragrance ingredient, skin-conditioning agent - emollient, surfactant - emulsifying agent, skin conditioning, and surfactant|705333-PROPYLENE_GLYCOL_STEARATE/
1|1091|Polyglyceryl-3 Stearate is an ester of stearic acid and Polyglycerin-3 (q.v.).|skin-conditioning agent - emollient, surfactant - emulsifying agent, and emulsifying|722484-POLYGLYCERYL3_STEARATE/
1|1092|C12-16 Alcohols is a mixture of synthetic fatty alcohols with 12 to 16 carbons in the alkylchain.|emulsion stabilizer, viscosity increasing agent - nonaqueous, antistatic, emollient, emulsion stabilising, hair conditioning, and viscosity controlling|700905-C1216_ALCOHOLS/
1|1093|Fumaric Acid is a dicarboxylic acid.|fragrance ingredient, ph adjuster, and buffering|702528-FUMARIC_ACID/
1|1094|Styrene/Acrylates/Ammonium Methacrylate Copolymer is a polymer of styrene, ammoniummethacrylate and a monomer consisting of acrylic acid, methacrylic acid or one of their simple esters.|film former, suspending agent - nonsurfactant, film forming, and opacifying|706354-STYRENE_ACRYLATES_AMMONIUM_METHACRYLATE_COPOLYMER/
1|1095|Behenic Acid is a fatty acid.|opacifying agent, surfactant - cleansing agentsurfactant-cleansing agent is included as a function for the soap form of behenic acid., cleansing, emulsifying, opacifying, and surfactant|700652-BEHENIC_ACID/
3.5|1096|Quartz is a mineral and the most common form of silicon dioxide or crystalline silica. Respiratory exposure to large quantities of crystalline silica in the work-place setting has been associated with pulmonary silicosis, a severe lung disease. Long-term, high-volume occupational exposure has been also linked to other disorders such as progressive systemic sclerosis, systemic lupus erythematosus, rheumatoid arthritis, dermatomyositis, glomerulonephritis (renal disease) and vasculitis. Research is ongoing on the relevance of these systemic effects to silica exposure in non-occupational settings via consumer products (Steenland 2005; Stratta 2001).|abrasive|705472-SILICA_CRYSTALLINE_QUARTZ/
4|1097|||724298-SYMPHYTUM_OFFICINALE_COMFREY/
3|1098||fragrance ingredient and masking|700434-ANISE_ALCOHOL/
1|1099|Stearoxytrimethylsilane is an organo-silicon compound.|skin-conditioning agent - emollient, emollient, and skin conditioning|706317-STEAROXYTRIMETHYLSILANE/
1|1100|Ocimum Sanctum Leaf Extract is an extract of the leaves of Ocimum sanctum.|skin-conditioning agent - miscellaneous and skin conditioning|721007-OCIMUM_SANCTUM_LEAF_EXTRACT/
